title,vote_average,vote_count,tür,Tür_0,Tür_1,Tür_2,Tür_3,Tür_4,Tür_5,Tür_6,Tür_7,Tür_8,Tür_9,Tür_10,Tür_11,Tür_12,Tür_13,Tür_14,Tür_15,Tür_16,Tür_17,Tür_18,Tür_19
Pan's Labyrinth,7.6,3041,"['Fantasy', 'Drama', 'War']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
See Spot Run,4.8,44,"['Action', 'Comedy', 'Family']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Baby Boy,7.4,55,"['Crime', 'Drama', 'Romance']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Roommate,5.3,224,"['Thriller', 'Drama', 'Horror']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Joe Dirt,5.5,242,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
Double Impact,5.3,215,"['Thriller', 'Action', 'Crime', 'Drama']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hot Fuzz,7.4,2199,"['Crime', 'Action', 'Comedy']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Women,4.6,96,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Vicky Cristina Barcelona,6.7,1020,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Arn: The Knight Templar,6.4,76,"['Action', 'Adventure', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Boys and Girls,5.4,103,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
White Oleander,7.2,108,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jennifer's Body,5.3,837,"['Comedy', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Drowning Mona,5.4,43,"['Comedy', 'Crime', 'Mystery']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Radio Days,7.0,127,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Remember Me,6.9,948,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
How to Deal,5.7,42,"['Drama', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
My Stepmother is an Alien,5.3,131,"['Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Philadelphia,7.6,988,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Thirteenth Floor,6.8,378,"['Thriller', 'Science Fiction', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Cookout,4.6,10,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Meteor,5.1,36,"['Action', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Duets,5.5,34,"['Comedy', 'Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Hollywood Ending,6.4,113,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Detroit Rock City,6.7,100,"['Comedy', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Highlander,6.8,624,"['Adventure', 'Action', 'Fantasy']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Things We Lost in the Fire,6.7,90,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Steel,4.3,48,"['Science Fiction', 'Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
The Immigrant,6.2,250,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The White Countess,6.9,21,"['Drama', 'History', 'Family', 'Romance']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Trance,6.5,956,"['Thriller', 'Crime', 'Drama', 'Mystery']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Soul Plane,4.7,108,"['Romance', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Welcome to the Sticks,6.8,615,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Good,6.3,29,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Enter the Void,7.2,387,"['Fantasy', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vamps,4.8,91,"['Comedy', 'Romance', 'Horror']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Hachi: A Dog's Tale,7.7,1717,"['Drama', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zulu,6.7,172,"['Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Homesman,6.4,258,"['Western', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Juwanna Mann,4.2,20,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ararat,5.7,16,"['War', 'Drama']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madison,5.3,3,"['Action', 'Adventure', 'Drama']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Slow Burn,5.5,16,"['Mystery', 'Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Wasabi,6.2,283,"['Drama', 'Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Slither,6.3,317,"['Comedy', 'Horror', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Beverly Hills Cop,6.8,961,"['Action', 'Comedy', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Alone,7.1,2414,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Three Men and a Baby,5.8,253,"['Family', 'Comedy', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Tootsie,6.9,421,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Top Gun,6.7,1698,"['Action', 'Romance', 'War']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Crouching Tiger, Hidden Dragon",7.2,927,"['Adventure', 'Drama', 'Action', 'Romance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
American Beauty,7.9,3313,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The King's Speech,7.6,2752,"['Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Twins,5.7,559,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Yellow Handkerchief,6.4,52,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Color Purple,7.7,338,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tidal Wave,6.5,48,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Imitation Game,8.0,5723,"['History', 'Drama', 'Thriller', 'War']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Private Benjamin,6.0,102,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coal Miner's Daughter,7.2,67,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Diary of a Wimpy Kid,5.9,355,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mama,6.0,1401,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
National Lampoon's Vacation,7.1,410,"['Comedy', 'Adventure', 'Romance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Bad Grandpa,6.0,680,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Queen,6.8,338,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beetlejuice,7.1,1444,"['Fantasy', 'Comedy']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Why Did I Get Married?,6.1,33,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Little Women,7.0,215,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Woman in Black,6.1,1206,"['Drama', 'Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
When a Stranger Calls,5.4,268,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Big Fat Liar,5.6,197,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Deer Hunter,7.8,921,"['Drama', 'War']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wag the Dog,6.7,270,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Lizzie McGuire Movie,5.7,280,"['Family', 'Comedy']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Snitch,5.8,1138,"['Thriller', 'Drama']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Krampus,5.9,584,"['Horror', 'Comedy', 'Fantasy']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Faculty,6.2,492,"['Horror', 'Mystery', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
What's Love Got to Do with It,6.9,72,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Cop Land,6.6,382,"['Action', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Not Another Teen Movie,5.5,431,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
End of Watch,7.2,1170,"['Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Skulls,5.8,156,"['Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Theory of Everything,7.8,3311,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Malibu's Most Wanted,4.7,77,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Where the Heart Is,6.9,155,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Lawrence of Arabia,7.8,851,"['Adventure', 'Drama', 'History', 'War']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Halloween II,5.1,267,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wild,7.0,951,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last House on the Left,6.2,440,"['Crime', 'Thriller', 'Horror', 'Drama']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Wedding Date,6.2,230,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Halloween: Resurrection,4.5,228,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Princess Bride,7.6,1486,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
The Great Debaters,6.9,151,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drive,7.4,3725,"['Drama', 'Action', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Confessions of a Teenage Drama Queen,5.1,221,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Object of My Affection,5.6,72,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
28 Weeks Later,6.5,1197,"['Horror', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
When the Game Stands Tall,6.3,130,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Because of Winn-Dixie,6.1,61,"['Comedy', 'Drama', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Love & Basketball,7.4,88,"['Action', 'Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Grosse Pointe Blank,6.9,275,"['Action', 'Comedy', 'Thriller', 'Romance']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
All About Steve,4.7,295,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Book of Shadows: Blair Witch 2,4.3,212,"['Mystery', 'Thriller', 'Horror']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Craft,6.3,380,"['Drama', 'Fantasy', 'Horror', 'Thriller']",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Match Point,7.3,1105,"['Drama', 'Thriller', 'Crime', 'Romance']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Ramona and Beezus,6.1,245,"['Comedy', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Remains of the Day,7.5,202,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Boogie Nights,7.5,796,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nowhere to Run,5.5,119,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Flicka,6.1,52,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hills Have Eyes 2,5.2,351,"['Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Urban Legends: Final Cut,4.4,100,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tuck Everlasting,6.4,128,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
The Marine,5.0,163,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Keanu,6.0,421,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Country Strong,5.9,80,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Disturbing Behavior,5.5,104,"['Mystery', 'Horror', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
The Place Beyond the Pines,6.8,1653,"['Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The November Man,6.0,639,"['Crime', 'Action', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eye of the Beholder,5.3,42,"['Drama', 'Mystery', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Hurt Locker,7.2,1840,"['Drama', 'Thriller', 'War']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Firestarter,5.9,173,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Killing Them Softly,5.8,742,"['Crime', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Most Wanted Man,6.5,541,['Thriller'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Got Fingered,4.6,115,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VeggieTales: The Pirates Who Don't Do Anything,5.9,25,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
U2 3D,6.7,10,"['Music', 'Documentary']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Highlander: Endgame,4.4,104,"['Action', 'Fantasy', 'Science Fiction']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Idlewild,5.1,17,"['Crime', 'Drama', 'Music']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
One Day,7.0,978,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Whip It,6.7,357,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Knockaround Guys,5.9,97,"['Crime', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confidence,6.4,126,"['Action', 'Comedy', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Muse,5.3,31,"['Fantasy', 'Comedy']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De-Lovely,6.3,32,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
New York Stories,6.2,64,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Barney's Great Adventure,2.9,8,['Family'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man with the Iron Fists,5.2,358,['Action'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Home Fries,4.8,32,"['Drama', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Here On Earth,5.4,48,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brazil,7.5,861,"['Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Raise Your Voice,6.0,211,"['Music', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
The Big Lebowski,7.8,2926,"['Comedy', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Black Snake Moan,6.6,243,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dark Blue,6.5,85,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A Mighty Heart,6.7,95,"['Drama', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Whatever It Takes,5.0,37,"['Drama', 'Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Boat Trip,4.7,146,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Importance of Being Earnest,6.7,127,"['Comedy', 'Drama', 'History', 'Romance']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
The Love Letter,4.7,3,"['Comedy', 'Drama', 'Fantasy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Hoot,5.5,44,"['Drama', 'Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
In Bruges,7.4,1388,"['Comedy', 'Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Peeples,5.6,26,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Rocker,5.6,156,"['Comedy', 'Music']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Post Grad,5.0,100,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Promised Land,6.0,243,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Whatever Works,6.8,350,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The In Crowd,4.7,15,['Thriller'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Three Burials of Melquiades Estrada,7.0,177,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
Jakob the Liar,6.0,90,"['Comedy', 'Drama', 'History']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Kiss Kiss Bang Bang,7.2,886,"['Action', 'Comedy', 'Crime', 'Mystery']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Idle Hands,6.1,182,"['Thriller', 'Comedy', 'Horror']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mulholland Drive,7.6,1477,"['Thriller', 'Drama', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Blood and Chocolate,5.4,87,"['Drama', 'Fantasy', 'Horror', 'Romance']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
You Will Meet a Tall Dark Stranger,5.8,251,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Never Let Me Go,6.8,737,"['Drama', 'Romance', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
The Company,7.0,12,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transsiberian,6.5,195,"['Thriller', 'Crime', 'Mystery']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Clan of the Cave Bear,4.8,27,"['Adventure', 'Drama']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Crazy in Alabama,6.5,12,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Funny Games,6.3,545,"['Horror', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Listening,5.5,31,"['Drama', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Felicia's Journey,6.6,23,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Metropolis,8.0,657,"['Drama', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
District B13,6.5,565,"['Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Things to Do in Denver When You're Dead,6.7,85,"['Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Assassin,6.6,157,"['Action', 'Drama', 'History']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Buffalo Soldiers,6.5,93,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Return,7.4,100,"['Thriller', 'Drama', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ong Bak 2,6.0,152,"['Adventure', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Centurion,5.9,386,"['Adventure', 'Action', 'Drama']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Silent Trigger,5.0,22,"['Drama', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Midnight Meat Train,6.0,290,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Winnie Mandela,5.2,5,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Son of No One,4.8,92,"['Drama', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
All The Queen's Men,6.1,7,"['Action', 'Comedy', 'Drama', 'History']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
The Good Night,5.7,41,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Bathory: Countess of Blood,5.6,31,"['Drama', 'Fantasy']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Khumba,5.8,72,"['Animation', 'Adventure', 'Family']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Automata,5.6,670,"['Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dungeons & Dragons: Wrath of the Dragon God,4.8,36,"['Action', 'Adventure', 'Fantasy']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Chiamatemi Francesco - Il Papa della gente,7.3,12,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shinjuku Incident,6.7,65,"['Drama', 'Action', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Pandaemonium,4.5,2,"['Drama', 'Foreign']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
